0.0,-2.0170293267696123e-05,3.4745010937894525e-05,1.1978734645151334e-05
1.0,0.0,0.0,0.0
2.0,1.856016473424049e-05,-3.311544603878451e-05,-7.753107336259759e-07
3.0,3.401411839069857e-05,-6.426740929244023e-05,7.64677534180301e-06
4.0,4.668074283869033e-05,-9.427054890942185e-05,2.5706453429114413e-05
5.0,5.704937284031218e-05,-0.00012281578463171753,5.401354758970196e-05
6.0,6.489065866316514e-05,-0.00014841678076453742,9.149345015325853e-05
7.0,6.99295040099851e-05,-0.00016961191705157675,0.00013463667092784758
8.0,7.243833488995024e-05,-0.00018636665483636234,0.0001787960726887949
9.0,7.308008161283303e-05,-0.0001995159855292689,0.00022052598691755726
10.0,7.224737934527853e-05,-0.00020996060497578106,0.00025875010423121917
11.0,6.955315403399924e-05,-0.00021807831982451095,0.0002942890583988159
12.0,6.394219634033014e-05,-0.00022267849004316707,0.00032841486767415075
13.0,5.4467111297192056e-05,-0.0002220819037768148,0.00036059301101392315
14.0,4.1345832857393414e-05,-0.00021524612458963545,0.0003876899113097498
15.0,2.5905030773531994e-05,-0.0002022010810913578,0.0004061123338437849
16.0,9.349963117030354e-06,-0.00018387877274184456,0.0004139423024750525
17.0,-8.165625891377826e-06,-0.00016036455227482705,0.00041168825227406715
18.0,-2.7135191184859065e-05,-0.00013136827210264825,0.0004020440717858653
19.0,-4.690085245716949e-05,-9.814819409962626e-05,0.00038789298967007666
20.0,-6.495028585195531e-05,-6.307360215052489e-05,0.000370306861352536
21.0,-7.871909540507088e-05,-2.830736329478612e-05,0.00034878639064488874
22.0,-8.736316162732326e-05,4.664666217661599e-06,0.0003227474833207746
23.0,-9.16005297533926e-05,3.478926486305642e-05,0.0002926325369746455
24.0,-9.254403787274499e-05,6.132526154960343e-05,0.0002594732856558216
25.0,-9.10420016415656e-05,8.361631451595203e-05,0.00022375459228792503
26.0,-8.764795300460616e-05,9.996232457699301e-05,0.00018601824521057071
27.0,-8.170981267767552e-05,0.00010778615080541168,0.00014726917575443946
28.0,-7.161836701054713e-05,0.00010506698489189136,0.000108202131188685
29.0,-5.7179839812940065e-05,9.124708829387533e-05,7.026774551599275e-05
30.0,-3.966694075253692e-05,6.694744045455606e-05,3.657161295413987e-05
